url,domain,target_brand_domain,critical_sector_entity_name,source_label,source_file,source_row,having_ip,have_at_symbol,url_length,url_depth,redirection,http_domain,tiny_url,prefix_suffix,digit_count,special_char_count,entropy,lexical_similarity_score,min_edit_distance_to_brand_domain,homoglyph_similarity_score,brand_token_in_subdomain,brand_token_in_path,brand_not_in_registered_domain,subdomain_depth,matched_brand_domain,registered_domain,dns_check_pass,dns_resolves_to_ip,resolved_ips,cname_exists,cname_chain_length,nameserver_reputation_score,passive_dns_first_seen_days,domain_age_days,domain_expiry_days,registrar_reputation_score,asn_reputation_score,ip_seen_with_many_brands,https_enabled,ssl_valid,cert_age_days,ct_log_first_seen_days,url_fetch_success,page_fetch_success,redirect_count,redirect_cross_domain_count,page_render_success,has_login_form,has_password_input,form_action_external,brand_token_or_logo_present,logo_detected,logo_brand_matches_target_brand,logo_brand_domain_mismatch,visual_brand_domain_mismatch,favicon_hash,favicon_hash_matches_target_brand,favicon_hash_matches_known_phish,html_dom_hash,html_dom_hash_matches_known_phish,same_html_hash_domain_count_7d,fetch_status_code,fetch_error,dns_error,tls_error,dns_status,http_status,tls_status,page_status,rdap_status,whois_status,extraction_status,high_lexical_similarity,no_login_form,no_brand_visual_claim,suspected_inactive,suspected_active_infra,suspected_active_no_phish_evidence,phishing,phishing_campaign,validation_status,validation_reason,label_conflict,include_in_ml,label,pu_training_role,pu_score,pu_prediction
http://airindiaflight.com,airindiaflight.com,airindia.com,Air India,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,236,0,0,25,0,0,0,1,0,0,0,3.893660689688186,0.85,0,0.85,0,0,0,0,airindia.com,airindiaflight.com,1,1,104.21.0.90,0,0,8,-1,322,43,6,-1,0,1,1,5,-1,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,462b8fdacca503bb,0,1,521,,,,success,http_521,success,success,success,skipped,partial,1,1,0,0,1,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,0.9970415879017014,1
http://guidaime.com,guidaime.com,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,237,0,0,19,0,0,0,0,0,0,0,3.8268748818646383,0.85,0,0.85,0,0,0,0,uidai.gov.in,guidaime.com,1,1,168.119.239.226,0,0,6,-1,440,290,4,6,0,1,1,14,-1,1,1,0,0,1,1,1,0,1,1,1,1,1,,0,0,68335a5f08085cf1,0,1,200,,,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,password input plus brand token/logo evidence,0,1,1,positive,0.9954872280037843,1
http://fossbimfunding.org,fossbimfunding.org,corp.onlinesbi.sbi,State Bank of India (SBI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,238,0,0,25,0,0,0,0,0,0,0,4.003856189774725,0.85,0,0.85,0,0,0,0,corp.onlinesbi.sbi,fossbimfunding.org,1,1,37.97.254.27,0,0,6,-1,1896,295,6,6,0,1,0,-1,-1,1,1,0,0,1,1,0,1,0,0,0,0,0,96613e97c9623c36,0,0,130d44503a144343,0,1,200,,,SSLCertVerificationError,success,success,invalid,success,success,skipped,partial,1,0,1,0,0,0,0,0,suspected_unconfirmed,high lexical similarity but insufficient phishing evidence,0,1,0,unlabeled,0.8673805817855569,1
http://bentonsincometax.org,bentonsincometax.org,contents.tdscpc.gov.in,Income Tax Department,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,239,0,0,27,0,0,0,0,0,0,0,3.9582291686698783,0.85,0,0.85,0,0,0,0,contents.tdscpc.gov.in,bentonsincometax.org,1,1,3.33.130.190,0,0,6,-1,1173,288,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,f5377ba677eb9f99,0,144,403,,,SSLEOFError,success,http_403,invalid,success,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,0.12784367309490274,0
http://parivahansewac.com,parivahansewac.com,parivahan.gov.in,parivahan sewa,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,240,0,0,25,0,0,0,0,0,0,0,3.923856189774725,0.85,0,0.85,0,0,0,0,parivahan.gov.in,parivahansewac.com,1,1,172.67.192.93,0,0,8,-1,70,295,4,-1,0,1,1,11,-1,1,1,1,0,1,1,0,0,1,1,1,1,1,c9780d7d3f393c20,0,0,4ced0b3cbdc2ca72,0,1,200,,,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,1.0,1
http://pranakavach.org,pranakavach.org,ana.crsorgi.gov.in,ana crs,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,241,0,0,22,0,0,0,0,0,0,0,3.64124980045548,0.85,0,0.85,0,0,0,0,ana.crsorgi.gov.in,pranakavach.org,1,1,15.197.225.128,0,0,6,-1,56,309,8,-1,1,1,1,55,-1,1,1,2,1,1,0,0,0,1,1,1,1,1,,0,0,8c1e836c29940298,0,3,200,,,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,1.0,1
http://icicibank-info.org,icicibank-info.org,icici.bank.in,ICICI Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,242,0,0,25,0,0,0,0,1,0,1,3.923856189774725,0.85,0,0.85,0,0,0,0,icici.bank.in,icicibank-info.org,1,1,198.49.23.145,0,0,8,-1,56,309,6,6,1,1,1,56,-1,1,1,0,0,1,0,0,0,1,1,0,1,1,c0971063bf981f73,0,0,26e30b86698ac8e7,0,1,200,,,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,0.9886347358997314,1
http://bankofbarodaindia.com,bankofbarodaindia.com,onlinecasa.bankofbaroda.com,Bank of Baroda,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,243,0,0,28,0,0,0,0,0,0,0,3.923251796980337,0.864865,0,0.864865,0,0,0,0,onlinecasa.bankofbaroda.com,bankofbarodaindia.com,1,1,13.248.243.5,0,0,6,-1,56,309,8,8,1,1,1,56,-1,1,1,1,0,1,0,0,0,1,0,0,1,1,969738de61618667,0,0,5c7261033d612aa1,0,2,200,,,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive_validation,0.9940171563565012,1
http://pranakavach.com,pranakavach.com,ana.crsorgi.gov.in,ana crs,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,244,0,0,22,0,0,0,0,0,0,0,3.64124980045548,0.85,0,0.85,0,0,0,0,ana.crsorgi.gov.in,pranakavach.com,1,1,3.33.251.168,0,0,6,-1,56,309,8,-1,1,0,0,-1,-1,1,1,2,1,1,0,0,0,1,1,1,1,1,,0,0,8c1e836c29940298,0,3,200,,,TimeoutError,success,success,error,success,success,skipped,partial,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,0.9217431134765967,1
http://janesincometax.com,janesincometax.com,contents.tdscpc.gov.in,Income Tax Department,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,245,0,0,25,0,0,0,0,0,0,0,3.893660689688186,0.85,0,0.85,0,0,0,0,contents.tdscpc.gov.in,janesincometax.com,1,1,172.67.134.186,0,0,8,-1,56,309,6,-1,0,1,1,56,-1,1,1,0,0,1,0,0,0,1,0,0,1,1,eb30944ed287ced2,0,0,fc9ccd9074a2e47b,0,1,200,,,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,1.0,1
http://bushuidai.com,bushuidai.com,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,246,0,0,20,0,0,0,0,0,0,0,3.821928094887362,0.85,0,0.85,0,0,0,0,uidai.gov.in,bushuidai.com,1,1,156.244.177.11,0,0,6,-1,57,308,6,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,TimeoutError,,TimeoutError,success,error,error,empty,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,0.7130682600645089,1
http://spacexairtel.com,spacexairtel.com,airindia.com,Air India,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,247,0,0,23,0,0,0,0,0,0,0,3.8820451081368623,0.85,0,0.85,0,0,0,0,airindia.com,spacexairtel.com,1,1,13.248.243.5,0,0,6,-1,419,311,8,8,1,1,1,56,-1,1,1,1,0,1,0,0,0,1,0,0,1,1,969738de61618667,0,0,f4cdfb0254a3f3a7,0,1,200,,,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive_validation,1.0,1
http://indusindbankingservices.com,indusindbankingservices.com,indusind.bank.in,IndusInd Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,248,0,0,34,0,0,0,0,0,0,0,4.1829073264808265,0.85,0,0.85,0,0,0,0,indusind.bank.in,indusindbankingservices.com,1,1,15.197.148.33,0,0,6,-1,56,309,8,8,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,f5377ba677eb9f99,0,144,403,,,SSLEOFError,success,http_403,invalid,success,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,reliable_negative,0.05084056658277091,0
http://asapincometax.com,asapincometax.com,api.census.gov.in,Census-API,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,249,0,0,24,0,0,0,0,0,0,0,3.772055208874201,0.85,0,0.85,0,0,0,0,api.census.gov.in,asapincometax.com,1,1,66.29.146.183,0,0,4,-1,2615,1038,8,4,0,1,0,-1,-1,1,1,1,0,1,1,0,0,1,1,1,1,1,0000000000000000,0,0,46f80cbca5877f36,0,1,200,,,SSLCertVerificationError,success,success,invalid,success,success,skipped,partial,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,0.8902955612725196,1
http://liquidairtech.com,liquidairtech.com,airindia.com,Air India,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,250,0,0,24,0,0,0,0,0,0,0,3.938721875540868,0.85,0,0.85,0,0,0,0,airindia.com,liquidairtech.com,1,1,76.223.54.146,0,0,6,-1,96,269,4,-1,1,1,1,57,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,39,200,,,,success,success,success,success,success,skipped,complete,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,unlabeled,0.9636347358997314,1
http://guidaitalianacambogia.com,guidaitalianacambogia.com,ana.crsorgi.gov.in,ana crs,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,251,0,0,32,0,0,0,0,0,0,0,3.804229296672175,0.85,0,0.85,0,0,0,0,ana.crsorgi.gov.in,guidaitalianacambogia.com,1,1,195.35.60.121,0,0,4,-1,512,218,4,-1,0,1,1,55,-1,1,1,1,0,1,0,0,0,1,1,1,1,1,,0,0,6ec5827c0d22d302,0,2,200,,,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,1.0,1
http://incometaxbreaks.com,incometaxbreaks.com,contents.tdscpc.gov.in,Income Tax Department,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,252,0,0,26,0,0,0,0,0,0,0,4.056020968057882,0.85,0,0.85,0,0,0,0,contents.tdscpc.gov.in,incometaxbreaks.com,1,1,52.20.84.62,0,0,6,-1,647,83,8,-1,1,1,1,57,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,,0,0,6ed8089d985653c7,0,1,200,,,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive_validation,0.995,1
http://icicibankgold.com,icicibankgold.com,infiniti.icicibank.com,ICICI Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,253,0,0,24,0,0,0,0,0,0,0,3.938721875540868,0.866667,0,0.866667,0,0,0,0,infiniti.icicibank.com,icicibankgold.com,1,1,3.33.130.190,0,0,6,-1,56,309,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,f5377ba677eb9f99,0,144,403,,,SSLEOFError,success,http_403,invalid,success,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,0.1825368509334072,0
http://indusind.us.com,indusind.us.com,indusind.bank.in,IndusInd Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,254,0,0,22,0,0,0,0,0,0,0,3.7321588913645702,0.85,0,0.85,1,0,1,1,indusind.bank.in,us.com,1,1,104.21.44.17,0,0,6,-1,12172,1706,6,8,0,1,1,56,-1,0,0,1,0,0,0,0,0,1,0,0,1,1,,0,0,323f86db8dc40bba,0,1,530,,,,success,http_530,success,success,success,skipped,partial,1,1,0,0,1,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,0.9914706237581791,1
http://surakshitparivahan.com,surakshitparivahan.com,parivahan.gov.in,parivahan sewa,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,255,0,0,29,0,0,0,0,0,0,0,3.9093680639438846,0.85,0,0.85,0,0,0,0,parivahan.gov.in,surakshitparivahan.com,1,1,166.62.26.27,0,0,6,-1,3344,308,8,-1,0,1,0,-1,-1,1,1,0,0,1,1,0,0,1,1,1,1,1,e8c996cf96c69286,0,0,843bab1ee42a3bda,0,1,200,,,SSLCertVerificationError,success,success,invalid,success,success,skipped,partial,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,0.953331518770258,1
http://bhuidai.com,bhuidai.com,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,256,0,0,18,0,0,0,0,0,0,0,3.725480556997868,0.85,0,0.85,0,0,0,0,uidai.gov.in,bhuidai.com,1,1,104.21.19.181,0,0,8,-1,192,173,6,8,0,1,1,0,-1,1,1,0,0,1,0,0,0,1,0,0,1,1,,0,0,2041b5c647bc14e5,0,1,200,,,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,0.9914710157218524,1
http://incometax.tel,incometax.tel,incometax.gov.in,Income Tax Department,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,257,0,0,20,0,0,0,0,0,0,0,3.7219280948873625,1.0,0,1.0,0,0,0,0,incometax.gov.in,incometax.tel,1,1,75.126.101.228,0,0,6,-1,3349,302,6,6,0,0,0,-1,-1,1,1,2,1,1,1,0,0,1,1,0,1,1,ce66ad99a9639426,0,0,32680ef23872d2e3,0,1,200,,,ConnectionRefusedError,success,success,error,success,success,skipped,partial,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,0.9281446714617871,1
http://incometaxchicago.com,incometaxchicago.com,contents.tdscpc.gov.in,Income Tax Department,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,258,0,0,27,0,0,0,0,0,0,0,3.736006946447656,0.85,0,0.85,0,0,0,0,contents.tdscpc.gov.in,incometaxchicago.com,1,1,198.49.23.144,0,0,8,-1,4067,316,6,6,1,1,1,3,-1,1,1,2,1,1,0,0,0,1,1,1,1,1,983f66c08b0fd4b5,0,0,5ee17c6370098b2b,0,1,200,,,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,1.0,1
http://sarathiparivahans.com,sarathiparivahans.com,parivahan.gov.in,parivahan sewa,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,259,0,0,28,0,0,0,0,0,0,0,3.6959472263874704,0.85,0,0.85,0,0,0,0,parivahan.gov.in,sarathiparivahans.com,1,1,104.21.71.69,0,0,8,-1,64,301,4,-1,0,1,1,5,-1,1,1,1,0,1,1,0,0,1,0,0,1,1,,0,0,2d2c8b1ea4204c72,0,1,200,,,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,1.0,1
http://thecanarabank.com,thecanarabank.com,canarabank.com,Canara Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,260,0,0,24,0,0,0,0,0,0,0,3.720175521464345,0.903226,0,0.903226,0,0,0,0,canarabank.com,thecanarabank.com,1,1,103.223.15.141,0,0,6,-1,431,299,8,6,0,0,0,-1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7c9813b0fd9d3bff,0,2,200,,,ConnectionRefusedError,success,success,error,success,success,skipped,partial,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,unlabeled,0.7643954855541534,1
http://incometaxedmonton.com,incometaxedmonton.com,contents.tdscpc.gov.in,Income Tax Department,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,261,0,0,28,0,0,0,0,0,0,0,3.6820058147602137,0.85,0,0.85,0,0,0,0,contents.tdscpc.gov.in,incometaxedmonton.com,1,1,69.27.101.4,0,0,6,-1,7004,301,8,6,0,1,1,45,-1,1,1,1,0,1,0,0,0,1,1,1,1,1,e030926f9ecb9167,0,0,34cd508ec48e4239,0,1,200,,,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,1.0,1
http://kavachsecurities.com,kavachsecurities.com,kavach.mail.gov.in,National Informatics Centre (NIC),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,262,0,0,27,0,0,0,0,0,0,0,3.9582291686698783,0.85,0,0.85,0,0,0,0,kavach.mail.gov.in,kavachsecurities.com,1,1,15.197.148.33,0,0,6,-1,64,301,8,8,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,f5377ba677eb9f99,0,144,403,,,SSLEOFError,success,http_403,invalid,success,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,reliable_negative,0.03214097703981464,0
http://laguidaintasca.com,laguidaintasca.com,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,263,0,0,25,0,0,0,0,0,0,0,3.893660689688186,0.85,0,0.85,0,0,0,0,uidai.gov.in,laguidaintasca.com,1,1,89.46.107.12,0,0,6,-1,2986,301,8,6,0,1,1,292,-1,1,1,1,0,1,1,0,0,1,1,1,1,1,,0,0,c0f8bbd38e68526a,0,1,200,,,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive_validation,1.0,1
http://huidaitongying.com,huidaitongying.com,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,264,0,0,25,0,0,0,0,0,0,0,3.863465189601648,0.85,0,0.85,0,0,0,0,uidai.gov.in,huidaitongying.com,1,1,104.21.75.12,0,0,8,-1,195,170,6,8,0,1,1,0,-1,1,1,0,0,1,0,0,0,1,0,0,1,1,b3ad8c5a80d37a2d,0,0,edc5721154e99995,0,1,200,,,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,0.9956480558325025,1
http://pureairindiana.com,pureairindiana.com,airindia.com,Air India,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,266,0,0,25,0,0,0,0,0,0,0,3.863465189601648,0.85,0,0.85,0,0,0,0,airindia.com,pureairindiana.com,1,1,35.209.101.201,0,0,6,-1,2258,664,8,-1,0,1,1,38,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0888e9a1b30cb851,0,5,403,,,,success,http_403,success,success,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,0.9903456640388114,1
http://kavachayoga.online,kavachayoga.online,kavach.mail.gov.in,National Informatics Centre (NIC),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,267,0,0,25,0,0,0,0,0,0,0,3.923856189774725,0.85,0,0.85,0,0,0,0,kavach.mail.gov.in,kavachayoga.online,1,1,185.65.148.19,0,0,6,-1,429,301,6,6,0,1,1,25,-1,1,1,3,0,1,1,0,0,0,0,0,0,0,dcfc7b4024b7b380,0,0,,0,0,200,,,,success,success,success,success,success,skipped,complete,1,0,1,0,0,0,0,0,suspected_unconfirmed,high lexical similarity but insufficient phishing evidence,0,1,0,unlabeled,1.0,1
http://airtelmms.com,airtelmms.com,airindia.com,Air India,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,268,0,0,20,0,0,0,0,0,0,0,3.746439344671016,0.85,0,0.85,0,0,0,0,airindia.com,airtelmms.com,1,1,13.248.169.48,0,0,6,-1,7,358,6,-1,1,1,1,5,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,39,200,,,,success,success,success,success,success,skipped,complete,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,unlabeled,0.9513776722090261,1
http://techkavachsolutions.com,techkavachsolutions.com,kavach.mail.gov.in,National Informatics Centre (NIC),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,269,0,0,30,0,0,0,0,0,0,0,3.964735178725505,0.85,0,0.85,0,0,0,0,kavach.mail.gov.in,techkavachsolutions.com,1,1,15.197.148.33,0,0,6,-1,64,301,8,8,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,f5377ba677eb9f99,0,144,403,,,ConnectionResetError,success,http_403,error,success,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,0.11204068998922835,0
http://applyhdfcbank.com,applyhdfcbank.com,hdfc.bank.in,HDFC Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,270,0,0,24,0,0,0,0,0,0,0,3.970175521464345,0.85,0,0.85,0,0,0,0,hdfc.bank.in,applyhdfcbank.com,1,1,104.247.81.99,0,0,4,-1,1891,300,6,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,TimeoutError,,TimeoutError,success,error,error,empty,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,0.33572754653405185,0
http://rkavach.com,rkavach.com,kavach.mail.gov.in,National Informatics Centre (NIC),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,271,0,0,18,0,0,0,0,0,0,0,3.614369445886757,0.85,0,0.85,0,0,0,0,kavach.mail.gov.in,rkavach.com,1,1,13.205.52.232,0,0,4,-1,60,305,6,-1,0,1,1,35,-1,1,1,1,0,1,0,0,0,1,0,0,1,1,9b646499cd3333c6,0,0,4fd8879831f543d1,0,1,200,,,,success,success,success,success,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive_validation,1.0,1
http://icicipay.com,icicipay.com,icici.bank.in,ICICI Bank,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,272,0,0,19,0,0,0,0,0,0,0,3.4316235658474312,0.85,0,0.85,0,0,0,0,icici.bank.in,icicipay.com,1,1,13.248.169.48,0,0,6,-1,3026,261,6,-1,1,1,1,108,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,39,200,,,,success,success,success,success,success,skipped,complete,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,unlabeled,0.9417868594658809,1
http://incometaxreform.com,incometaxreform.com,contents.tdscpc.gov.in,Income Tax Department,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,273,0,0,26,0,0,0,0,0,0,0,3.8441065448145375,0.85,0,0.85,0,0,0,0,contents.tdscpc.gov.in,incometaxreform.com,1,1,13.248.169.48,0,0,6,-1,7732,303,4,-1,1,1,1,203,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,39,200,,,,success,success,success,success,success,skipped,complete,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,unlabeled,0.9745226669342142,1
http://airtelng.co,airtelng.co,airindia.com,Air India,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,274,0,0,18,0,0,0,0,0,0,0,3.7946534735443422,0.857143,0,0.857143,0,0,0,0,airtel.in,airtelng.co,1,1,67.199.248.12,0,0,6,-1,60,305,6,6,0,1,1,60,-1,1,1,1,1,1,1,0,1,0,1,0,0,0,90ce46391bd67c69,0,0,4976aa033587d3b3,0,1,200,,,,success,success,success,success,unavailable,success,partial,1,0,1,0,0,0,0,0,suspected_unconfirmed,high lexical similarity but insufficient phishing evidence,0,1,0,unlabeled,1.0,1
http://airteleport.com,airteleport.com,airindia.com,Air India,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,275,0,0,22,0,0,0,1,0,0,0,3.64124980045548,0.85,0,0.85,0,0,0,0,airindia.com,airteleport.com,1,1,76.223.54.146,0,0,6,-1,1128,333,8,-1,1,0,0,-1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,39,200,,,TimeoutError,success,success,error,success,success,skipped,partial,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,unlabeled,0.09921936753431022,0
http://kouyuebidapenshuocuidaisuo.buzz,kouyuebidapenshuocuidaisuo.buzz,uidai.gov.in,Unique Identification Authority of India (UIDAI),unknown,whois_lexical_matches_filtered_dns_ok.xlsx,276,0,0,38,0,0,0,0,0,0,0,4.0632025132158525,0.85,0,0.85,0,0,0,0,uidai.gov.in,kouyuebidapenshuocuidaisuo.buzz,1,1,104.21.63.31,0,0,8,-1,60,305,4,8,0,1,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,ea3db5c29647984c,0,0,00fd90835fe24224,0,13,403,,,,success,http_403,success,success,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0,unlabeled,1.0,1
http://incometaxextension.com,incometaxextension.com,contents.tdscpc.gov.in,Income Tax Department,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,277,0,0,29,0,0,0,0,0,0,0,3.745406425938248,0.85,0,0.85,0,0,0,0,contents.tdscpc.gov.in,incometaxextension.com,1,1,52.20.84.62,0,0,6,-1,1489,337,6,-1,1,1,1,60,-1,1,1,2,2,1,1,0,0,1,1,1,1,1,,0,0,67dc089d18c213e7,0,1,200,,,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,1.0,1
http://jpcarterincometaxinc.com,jpcarterincometaxinc.com,contents.tdscpc.gov.in,Income Tax Department,unknown,whois_lexical_matches_filtered_dns_ok.xlsx,278,0,0,31,0,0,0,0,0,0,0,3.857422116838488,0.85,0,0.85,0,0,0,0,contents.tdscpc.gov.in,jpcarterincometaxinc.com,1,1,66.39.178.168,0,0,6,-1,60,671,4,-1,0,1,1,60,-1,1,1,1,0,1,1,0,0,1,1,1,1,1,c2d03932b21f4fb6,0,0,3a9c1c6c45a57270,0,1,200,,,,success,success,success,success,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand-domain mismatch,0,1,1,positive,1.0,1
